spell	freq
공개했다.	0.0000190
찍은	0.0000190
막스	0.0000190
8월에는	0.0000190
승무원	0.0000190
좌파	0.0000190
성균관대학교	0.0000190
이탈리아에서	0.0000190
물리치고	0.0000190
2라운드	0.0000190
천연	0.0000190
아니지만	0.0000190
시대부터	0.0000190
2005년에는	0.0000189
공으로	0.0000189
활약으로	0.0000189
못했던	0.0000189
중계	0.0000189
성적으로	0.0000189
문화,	0.0000189
호수	0.0000189
데뷔.	0.0000189
스튜어트	0.0000189
1년에	0.0000189
개발하고	0.0000189
생활에	0.0000189
704인	0.0000189
콘텐츠	0.0000189
사용하게	0.0000189
우승,	0.0000189
불이	0.0000189
나이는	0.0000189
타는	0.0000189
자료에	0.0000189
많지	0.0000189
법에	0.0000189
중국어	0.0000189
CPU	0.0000189
움직일	0.0000189
올림픽의	0.0000189
부설	0.0000189
평가된다.	0.0000189
71	0.0000189
그것의	0.0000189
시기에는	0.0000189
용어로	0.0000189
영향력이	0.0000189
레이더	0.0000189
후보를	0.0000189
간격으로	0.0000189
해병대	0.0000189
자란다.	0.0000189
미쳤다.	0.0000189
은메달을	0.0000189
가족이	0.0000189
갖가지	0.0000189
자의	0.0000189
(1999년	0.0000189
가르쳤다.	0.0000189
학과	0.0000189
2002.	0.0000189
사무소	0.0000188
만화가	0.0000188
점령하고	0.0000188
현에서	0.0000188
가족과	0.0000188
기록이다.	0.0000188
을)	0.0000188
비용	0.0000188
수시로	0.0000188
아사히)	0.0000188
하워드	0.0000188
토크	0.0000188
비례대표	0.0000188
고도	0.0000188
곳곳에	0.0000188
맛을	0.0000188
돗토리	0.0000188
부르게	0.0000188
분야를	0.0000188
신안군	0.0000188
3할	0.0000188
천황은	0.0000188
벨기에의	0.0000188
짓는	0.0000188
혼합	0.0000188
J리그	0.0000188
군단	0.0000188
그룹은	0.0000188
세조	0.0000188
시범	0.0000188
베드로	0.0000188
경찰서	0.0000188
증가	0.0000188
작가이다.	0.0000188
유니버설	0.0000188
대가로	0.0000188
백제(百濟)	0.0000188
와일드	0.0000188
경제는	0.0000188
정치적으로	0.0000188
이르게	0.0000188
정상적인	0.0000188
당대의	0.0000188
쪽이	0.0000188
효율적으로	0.0000188
101	0.0000188
가수상	0.0000188
환승	0.0000188
공자	0.0000188
With	0.0000187
중기	0.0000187
것이고	0.0000187
베네딕토	0.0000187
전해지는	0.0000187
나갈	0.0000187
CF	0.0000187
강조했다.	0.0000187
방송에서	0.0000187
신설.	0.0000187
9월에는	0.0000187
않아서	0.0000187
본상	0.0000187
현장에서	0.0000187
점령	0.0000187
파주시	0.0000187
잃게	0.0000187
미래를	0.0000187
안전한	0.0000187
갈등이	0.0000187
제품의	0.0000187
11일)	0.0000187
사단은	0.0000187
이바라키	0.0000187
운행)	0.0000187
선착장	0.0000187
효력을	0.0000187
효율적인	0.0000187
보여준	0.0000187
키스	0.0000187
에이지	0.0000187
당신의	0.0000187
해태	0.0000187
점령했다.	0.0000187
어머니와	0.0000187
기구	0.0000187
법무부	0.0000187
FC의	0.0000187
합동	0.0000187
체제의	0.0000186
설립하여	0.0000186
혐의를	0.0000186
활동하던	0.0000186
거부했다.	0.0000186
우익	0.0000186
압축	0.0000186
단체인	0.0000186
대회에서는	0.0000186
배경	0.0000186
총을	0.0000186
배구	0.0000186
활동의	0.0000186
동아시아	0.0000186
봄에	0.0000186
검찰은	0.0000186
생물	0.0000186
이온	0.0000186
연합의	0.0000186
단계	0.0000186
카프	0.0000186
쪽에	0.0000186
반대하였다.	0.0000186
밴드를	0.0000186
배운	0.0000186
여객철도가	0.0000186
↑	0.0000186
74	0.0000186
올리고	0.0000186
명확히	0.0000186
대표는	0.0000186
2007-08	0.0000186
잦은	0.0000186
집중	0.0000186
호를	0.0000186
대규모의	0.0000186
프리	0.0000186
게이지	0.0000186
마을이	0.0000186
교육부	0.0000186
발달하였다.	0.0000186
5집	0.0000185
같다:	0.0000185
76	0.0000185
나타내고	0.0000185
균형을	0.0000185
지점에서	0.0000185
현행	0.0000185
파이터	0.0000185
앤드루	0.0000185
나폴레옹은	0.0000185
불린	0.0000185
적용되었다.	0.0000185
명이다.	0.0000185
Z	0.0000185
도왔다.	0.0000185
Good	0.0000185
들어오는	0.0000185
등에게	0.0000185
왕실	0.0000185
수업을	0.0000185
끼쳤다.	0.0000185
판매를	0.0000185
사용되기도	0.0000185
빨간색	0.0000185
승강장을	0.0000185
신호장	0.0000185
스마트	0.0000185
법은	0.0000185
수학적	0.0000185
판정을	0.0000185
기간동안	0.0000185
천	0.0000185
대응	0.0000185
한국시리즈	0.0000185
섬과	0.0000185
주장도	0.0000185
잭슨	0.0000185
전쟁과	0.0000185
천안	0.0000185
부여	0.0000185
어머니를	0.0000185
같이,	0.0000185
규정한	0.0000185
법률에	0.0000185
면을	0.0000185
프랑스어	0.0000185
패트릭	0.0000185
적당한	0.0000185
그리는	0.0000185
7회	0.0000185
한편으로	0.0000185
눈물을	0.0000185
딸과	0.0000185
구성되었다.	0.0000185
있다"고	0.0000185
얇은	0.0000185
K.	0.0000185
주도한	0.0000185
테일러	0.0000185
성향을	0.0000185
판매량	0.0000184
정보는	0.0000184
정기적으로	0.0000184
온도는	0.0000184
용산구	0.0000184
고려시대의	0.0000184
보내고	0.0000184
기	0.0000184
요구하였다.	0.0000184
논리	0.0000184
말까지	0.0000184
측	0.0000184
세대	0.0000184
성능이	0.0000184
패밀리	0.0000184
행성은	0.0000184
초,	0.0000184
지시를	0.0000184
열을	0.0000184
어둠의	0.0000184
~)는	0.0000184
유지하기	0.0000184
시즌은	0.0000184
지칭하는	0.0000184
벨	0.0000184
오케스트라	0.0000184
세워져	0.0000184
동부에	0.0000184
쉽다.	0.0000184
타카하시	0.0000184
명령에	0.0000184
근무	0.0000184
그녀	0.0000184
96	0.0000184
포함되지	0.0000184
이란의	0.0000184
미주리	0.0000184
장소로	0.0000184
필라델피아	0.0000184
일어나고	0.0000184
주제를	0.0000184
마이너	0.0000184
탈삼진	0.0000184
b	0.0000184
유소년	0.0000184
배치	0.0000184
순서로	0.0000183
Q	0.0000183
Go	0.0000183
겪고	0.0000183
화제를	0.0000183
예정	0.0000183
제국과	0.0000183
순서	0.0000183
법이	0.0000183
전라도	0.0000183
산시	0.0000183
증기	0.0000183
묘사한	0.0000183
77	0.0000183
갓	0.0000183
참여를	0.0000183
했기	0.0000183
오카다	0.0000183
서비스가	0.0000183
신화에	0.0000183
버린다.	0.0000183
했는데	0.0000183
어드벤처	0.0000183
당대	0.0000183
개조	0.0000183
이론이	0.0000183
것이기	0.0000183
맡기도	0.0000183
Album	0.0000183
요구	0.0000183
말부터	0.0000183
1989	0.0000183
성적이	0.0000183
민간인	0.0000183
쿠데타를	0.0000183
장관이	0.0000183
버스를	0.0000183
야당	0.0000183
저항을	0.0000183
출발	0.0000183
잔	0.0000183
형성되었다.	0.0000183
제네바	0.0000183
10여	0.0000183
맡았으며,	0.0000183
남성의	0.0000183
대항하여	0.0000183
권위를	0.0000183
지역에는	0.0000183
가리켜	0.0000183
정의를	0.0000183
서식하는	0.0000183
08.	0.0000183
둘러싸인	0.0000183
역간	0.0000183
백부	0.0000183
Top	0.0000183
없으므로	0.0000183
얀	0.0000183
도시인	0.0000183
운행이	0.0000183
회장이	0.0000183
아프가니스탄	0.0000183
거부하고	0.0000183
언론의	0.0000183
사무를	0.0000183
순서대로	0.0000183
명단의	0.0000183
NEW	0.0000182
지역,	0.0000182
있음.	0.0000182
질문에	0.0000182
교수의	0.0000182
무	0.0000182
성적은	0.0000182
시리즈에	0.0000182
만들어진다.	0.0000182
말도	0.0000182
무엇을	0.0000182
사쿠라	0.0000182
시작하여,	0.0000182
위를	0.0000182
연애	0.0000182
(총	0.0000182
특징	0.0000182
체계는	0.0000182
기술과	0.0000182
기대를	0.0000182
국가대표팀에	0.0000182
종목	0.0000182
꽃	0.0000182
장교	0.0000182
공군의	0.0000182
황제는	0.0000182
국왕의	0.0000182
말하면	0.0000182
지분을	0.0000182
-->	0.0000182
유럽,	0.0000182
양이	0.0000182
가사	0.0000182
음악이	0.0000182
병원에	0.0000182
유학	0.0000182
자연의	0.0000182
로마에서	0.0000182
되어야	0.0000182
이세	0.0000182
스타일	0.0000182
에너지의	0.0000182
옮긴	0.0000182
Soul	0.0000181
효과는	0.0000181
이를테면	0.0000181
기술적	0.0000181
적외선	0.0000181
원주	0.0000181
1인당	0.0000181
김해시	0.0000181
학문	0.0000181
MBC)	0.0000181
투어를	0.0000181
혼자서	0.0000181
바른	0.0000181
느낄	0.0000181
생겨	0.0000181
발견되지	0.0000181
(2000년)	0.0000181
프로세서	0.0000181
갑)	0.0000181
가져온	0.0000181
8회	0.0000181
없었고	0.0000181
지진	0.0000181
선택한	0.0000181
경제,	0.0000181
출판된	0.0000181
그것에	0.0000181
교환	0.0000181
82	0.0000181
방향에	0.0000181
우에노	0.0000181
용어이다.	0.0000181
노선에	0.0000181
│	0.0000181
장면은	0.0000181
영화에서	0.0000181
사형을	0.0000181
재판	0.0000181
전자의	0.0000181
전역	0.0000181
7월에는	0.0000181
수여받았다.	0.0000181
2004년에는	0.0000181
직무를	0.0000181
설립되어	0.0000181
경력이	0.0000181
K-Chart	0.0000181
주()는	0.0000181
철저한	0.0000180
16년	0.0000180
16대	0.0000180
나폴리	0.0000180
제인	0.0000180
베네치아	0.0000180
증거를	0.0000180
주식을	0.0000180
3시	0.0000180
즐거운	0.0000180
부천시	0.0000180
새정치민주연합	0.0000180
시호를	0.0000180
의미이다.	0.0000180
임명하였다.	0.0000180
2010-11	0.0000180
수도로	0.0000180
마지막에	0.0000180
가르침을	0.0000180
선거는	0.0000180
형인	0.0000180
희망을	0.0000180
성명을	0.0000180
동서로	0.0000180
3기	0.0000180
없으면	0.0000180
황제를	0.0000180
부통령	0.0000180
결성	0.0000180
대학은	0.0000180
낮다.	0.0000180
자격이	0.0000180
아프리카의	0.0000180
차례에	0.0000180
부천	0.0000180
등장하지	0.0000180
FC로	0.0000180
1.5	0.0000180
주관	0.0000180
느끼고	0.0000180
20대	0.0000180
대응하는	0.0000180
파견하여	0.0000180
제안했다.	0.0000180
강의를	0.0000180
법학	0.0000180
흐른다.	0.0000180
이적했다.	0.0000179
믿었다.	0.0000179
않다는	0.0000179
분리되었다.	0.0000179
2011-12	0.0000179
예루살렘	0.0000179
고종의	0.0000179
주인공이	0.0000179
손	0.0000179
연합군은	0.0000179
지구가	0.0000179
챌린지	0.0000179
활성화	0.0000179
리더	0.0000179
저작권	0.0000179
효력이	0.0000179
입는	0.0000179
계획의	0.0000179
200m	0.0000179
주관하는	0.0000179
상주	0.0000179
앤디	0.0000179
인생	0.0000179
2시	0.0000179
임금	0.0000179
마포구	0.0000179
U-20	0.0000179
기준에	0.0000179
(2006)	0.0000179
개명	0.0000179
기관이다.	0.0000179
키보드	0.0000179
조직에	0.0000179
쓰이지	0.0000179
유타	0.0000179
안고	0.0000179
중심을	0.0000179
보이며,	0.0000179
5번	0.0000179
점과	0.0000179
장치가	0.0000179
명은	0.0000179
기갑	0.0000179
기호는	0.0000179
운항하고	0.0000179
손자:	0.0000179
요구에	0.0000178
화재가	0.0000178
델타	0.0000178
명령	0.0000178
사회가	0.0000178
협상	0.0000178
제13대	0.0000178
교회에	0.0000178
진구	0.0000178
문화방송	0.0000178
순천시	0.0000178
이사를	0.0000178
걸즈	0.0000178
데뷔한	0.0000178
한해	0.0000178
축구를	0.0000178
종료되었다.	0.0000178
기업인	0.0000178
충주	0.0000178
말과	0.0000178
느린	0.0000178
처리하는	0.0000178
미에	0.0000178
개발하였다.	0.0000178
선은	0.0000178
뉴욕에서	0.0000178
Night	0.0000178
쟈니즈	0.0000178
주최	0.0000178
off	0.0000178
그룹이	0.0000178
행위에	0.0000178
검사를	0.0000178
퀸	0.0000178
제11대	0.0000178
1TV	0.0000178
루돌프	0.0000178
좌우	0.0000178
우리들의	0.0000178
코치를	0.0000178
설정되어	0.0000178
케임브리지	0.0000178
즉각	0.0000177
사람에	0.0000177
반도체	0.0000177
6위	0.0000177
자살	0.0000177
소비자	0.0000177
느끼는	0.0000177
주택	0.0000177
시신을	0.0000177
방식에	0.0000177
지원하기	0.0000177
바다를	0.0000177
직통	0.0000177
교구(Diocese	0.0000177
때를	0.0000177
제한된	0.0000177
플래티넘	0.0000177
지원하고	0.0000177
성향의	0.0000177
신형	0.0000177
명,	0.0000177
국회에서	0.0000177
2016년	0.0000177
올리버	0.0000177
성장	0.0000177
후쿠이	0.0000177
5월에는	0.0000177
경력	0.0000177
살게	0.0000177
교육과	0.0000177
조조는	0.0000177
배의	0.0000177
있다:	0.0000177
중국은	0.0000177
참석한	0.0000177
중국인	0.0000177
기리기	0.0000177
위원회의	0.0000177
르네상스	0.0000177
일대	0.0000177
데니스	0.0000177
다테	0.0000177
경제를	0.0000177
분류한다.	0.0000177
거절하였다.	0.0000177
합성	0.0000177
반경	0.0000177
사정이	0.0000177
외)	0.0000177
미네소타	0.0000177
8대	0.0000177
창설	0.0000177
초이스	0.0000177
진행한다.	0.0000177
환자의	0.0000177
무대에서	0.0000176
멋진	0.0000176
서브	0.0000176
건물이다.	0.0000176
유닉스	0.0000176
TBC	0.0000176
독립적으로	0.0000176
방안을	0.0000176
98	0.0000176
분석을	0.0000176
경우와	0.0000176
마법의	0.0000176
사랑》	0.0000176
(미국	0.0000176
게리	0.0000176
제작,	0.0000176
사용자는	0.0000176
정치가	0.0000176
독일군의	0.0000176
교통국	0.0000176
전해지고	0.0000176
마쓰모토	0.0000176
섬이	0.0000176
것인지	0.0000176
항구	0.0000176
참가할	0.0000176
이동할	0.0000176
자세를	0.0000176
보호하는	0.0000176
출판되었다.	0.0000176
지나면	0.0000176
장점이	0.0000176
취급을	0.0000176
수익을	0.0000176
해안에	0.0000176
패전	0.0000176
자국	0.0000176
3명이	0.0000176
기억을	0.0000176
철학과	0.0000176
마침	0.0000176
위반	0.0000176
내장	0.0000176
종으로	0.0000176
78	0.0000176
IT	0.0000176
알리	0.0000176
공산당의	0.0000176
미사	0.0000176
인정	0.0000176
그저	0.0000176
퍼스트	0.0000176
명문	0.0000176
남아메리카	0.0000176
단어가	0.0000176
상무	0.0000176
지원이	0.0000175
반응이	0.0000175
미친	0.0000175
여겨지는	0.0000175
돕는	0.0000175
관리,	0.0000175
지구와	0.0000175
요청에	0.0000175
조선일보	0.0000175
교회가	0.0000175
기초한	0.0000175
행동이	0.0000175
공통	0.0000175
일부,	0.0000175
보이게	0.0000175
2008-09	0.0000175
진을	0.0000175
전반적인	0.0000175
기상	0.0000175
졸업.	0.0000175
국장	0.0000175
방지하기	0.0000175
학교가	0.0000175
사업이	0.0000175
급히	0.0000175
중대	0.0000175
국보	0.0000175
Up	0.0000175
극장에서	0.0000175
빔	0.0000175
개그맨	0.0000175
배우이자	0.0000175
전달	0.0000175
해군은	0.0000175
발전과	0.0000175
내게	0.0000175
자국의	0.0000175
물과	0.0000175
서력	0.0000175
길이의	0.0000175
온도	0.0000175
85	0.0000174
공유	0.0000174
명명되었다.	0.0000174
클럽이다.	0.0000174
1920년대	0.0000174
수용할	0.0000174
시도를	0.0000174
전역에서	0.0000174
침공을	0.0000174
사업의	0.0000174
표현의	0.0000174
나타나지	0.0000174
생명	0.0000174
제의를	0.0000174
학부	0.0000174
거주	0.0000174
15대	0.0000174
And	0.0000174
들어왔다.	0.0000174
복귀	0.0000174
의정부	0.0000174
메달을	0.0000174
기관의	0.0000174
군,	0.0000174
둔다.	0.0000174
우크라이나의	0.0000174
통해,	0.0000174
에서는	0.0000174
감독과	0.0000174
적게	0.0000174
혁명이	0.0000174
침공	0.0000174
여지가	0.0000174
원소의	0.0000174
제15회	0.0000174
소울	0.0000174
서부에	0.0000174
회전	0.0000174
목표	0.0000174
정의는	0.0000174
접해	0.0000174
않다고	0.0000174
선언을	0.0000174
여자가	0.0000174
사이로	0.0000174
제16회	0.0000174
일본군은	0.0000174
요새	0.0000174
전통적	0.0000174
호의	0.0000174
독일인	0.0000174
그만큼	0.0000174
e	0.0000173
보통의	0.0000173
팔레스타인	0.0000173
시리즈에서	0.0000173
중장	0.0000173
참조.	0.0000173
1885년	0.0000173
5명의	0.0000173
Black	0.0000173
->	0.0000173
발표하여	0.0000173
받았던	0.0000173
자금	0.0000173
이제는	0.0000173
전역을	0.0000173
최고인민회의	0.0000173
형사소송법	0.0000173
전문가	0.0000173
이론과	0.0000173
치고	0.0000173
실시한다.	0.0000173
가던	0.0000173
자유의	0.0000173
근본적인	0.0000173
살아남은	0.0000173
안정적인	0.0000173
익산시	0.0000173
측정	0.0000173
vs.	0.0000173
즐기는	0.0000173
서면	0.0000173
마리의	0.0000173
특성	0.0000173
이용되고	0.0000173
도로가	0.0000173
비중이	0.0000173
글리제	0.0000173
기술로	0.0000173
편성(특수학급	0.0000173
증손	0.0000173
708인	0.0000173
의회가	0.0000173
의회에	0.0000173
않았으나,	0.0000173
리그로	0.0000173
월트	0.0000173
전략적	0.0000173
통치를	0.0000173
뒤의	0.0000173
현이	0.0000173
대학교는	0.0000173
아들의	0.0000173
金氏,	0.0000173
장르의	0.0000173
리모델링	0.0000173
서서	0.0000173
TV,	0.0000173
돌려	0.0000173
강조하는	0.0000173
인물은	0.0000173
겉보기	0.0000173
프로그램인	0.0000173
업그레이드	0.0000173
가량	0.0000173
나은	0.0000173
예가	0.0000173
점프	0.0000173
작품상	0.0000173
안전을	0.0000173
P	0.0000173
2013년에	0.0000173
결혼한	0.0000173
관련되어	0.0000172
인기있는	0.0000172
극도로	0.0000172
아들,	0.0000172
반란	0.0000172
사이에서는	0.0000172
사상은	0.0000172
수준을	0.0000172
공간이다.	0.0000172
이다	0.0000172
가격은	0.0000172
다이아몬드	0.0000172
영문	0.0000172
코드는	0.0000172
거꾸로	0.0000172
무라카미	0.0000172
키를	0.0000172
포로가	0.0000172
자란	0.0000172
필드	0.0000172
뛰는	0.0000172
반정부	0.0000172
회장,	0.0000172
글자를	0.0000172
전기를	0.0000172
(SBS,	0.0000172
끝나는	0.0000172
매직	0.0000172
장소를	0.0000172
시간과	0.0000172
혼다	0.0000172
진행자	0.0000172
온다.	0.0000172
건조한	0.0000172
가깝게	0.0000172
예는	0.0000172
졸업(총	0.0000172
비롯된	0.0000171
탑재한	0.0000171
밤의	0.0000171
소유의	0.0000171
소유한	0.0000171
전속	0.0000171
아동	0.0000171
인식	0.0000171
태자	0.0000171
10월에는	0.0000171
뻗어	0.0000171
작품에서	0.0000171
개정으로	0.0000171
(Instrumental)	0.0000171
돌로	0.0000171
존슨	0.0000171
사라	0.0000171
트럭	0.0000171
2세와	0.0000171
예	0.0000171
때와	0.0000171
가톨릭교회의	0.0000171
신사	0.0000171
부여군	0.0000171
교회는	0.0000171
캄파니아	0.0000171
남자》	0.0000171
뽑은	0.0000171
1988년에	0.0000171
속하게	0.0000171
유래는	0.0000171
국민당	0.0000171
단계에	0.0000171
카페	0.0000171
운영에	0.0000171
심지어는	0.0000171
2선	0.0000171
병	0.0000171
신경	0.0000171
여단	0.0000171
(유니버설	0.0000171
도라에몽	0.0000171
중심지로	0.0000171
Summer	0.0000171
결성한	0.0000171
연이어	0.0000171
만난다.	0.0000171
프린세스	0.0000171
총독부	0.0000171
제17회	0.0000171
러시아와	0.0000171
죽기	0.0000171
제13회	0.0000171
아들은	0.0000171
연안	0.0000171
강력하게	0.0000171
있으므로,	0.0000171
방파제	0.0000171
세월호	0.0000171
강릉	0.0000171
USB	0.0000171
아이들을	0.0000171
당하고	0.0000170
바꾸고	0.0000170
밝혀진	0.0000170
예술의	0.0000170
2시간	0.0000170
체결하였다.	0.0000170
운송	0.0000170
발음한다.	0.0000170
기념하는	0.0000170
공급	0.0000170
목적	0.0000170
울주군	0.0000170
원소는	0.0000170
뛰었다.	0.0000170
시대는	0.0000170
것들을	0.0000170
《나는	0.0000170
선에	0.0000170
앨범이	0.0000170
중요하게	0.0000170
없음을	0.0000170
활동하다가	0.0000170
인도,	0.0000170
맷	0.0000170
시바타	0.0000170
않자	0.0000170
"나는	0.0000170
유럽에	0.0000170
발견되어	0.0000170
받아들였다.	0.0000170
국민들의	0.0000170
합천군	0.0000170
학교는	0.0000170
초등	0.0000170
갈색	0.0000170
값은	0.0000170
초창기	0.0000170
애덤	0.0000170
05	0.0000170
야마시타	0.0000170
우에다	0.0000170
철학자	0.0000170
과연	0.0000170
아이템	0.0000170
연구과	0.0000170
대다수의	0.0000169
81	0.0000169
바라는	0.0000169
골프	0.0000169
아니며	0.0000169
전당	0.0000169
생성된	0.0000169
경성부	0.0000169
블록	0.0000169
교류를	0.0000169
능력은	0.0000169
노래:	0.0000169
실은	0.0000169
폭이	0.0000169
효과적인	0.0000169
20분	0.0000169
전달하는	0.0000169
부시	0.0000169
적에게	0.0000169
진행하였다.	0.0000169
책임이	0.0000169
증가하고	0.0000169
받으면서	0.0000169
150	0.0000169
독일어	0.0000169
각지에	0.0000169
・	0.0000169
치른	0.0000169
마우스	0.0000169
기관이	0.0000169
메트로	0.0000169
전투로	0.0000169
총애를	0.0000169
로즈	0.0000169
서양의	0.0000169
급격한	0.0000169
프랑스군은	0.0000169
일찍부터	0.0000169
연예인	0.0000169
교육과정	0.0000169
TOUR	0.0000169
원주시	0.0000169
공로를	0.0000169
공간에	0.0000169
맥스	0.0000169
날의	0.0000169
여겼다.	0.0000169
제10대	0.0000169
재차	0.0000169
화산	0.0000169
전임	0.0000169
기관차	0.0000169
대표가	0.0000169
그룹으로	0.0000169
치명적인	0.0000169
스스로의	0.0000169
동상	0.0000169
영국령	0.0000168
프로그램에서	0.0000168
프랜시스	0.0000168
기반한	0.0000168
정통	0.0000168
에디	0.0000168
조지프	0.0000168
중종	0.0000168
대체되었다.	0.0000168
전선	0.0000168
여부에	0.0000168
내어	0.0000168
공항은	0.0000168
이와테	0.0000168
당(唐)	0.0000168
84	0.0000168
노래이다.	0.0000168
92	0.0000168
전제로	0.0000168
들어가게	0.0000168
의과대학	0.0000168
대서양	0.0000168
계승	0.0000168
마누엘	0.0000168
늦은	0.0000168
즐겨	0.0000168
전격	0.0000168
인터페이스를	0.0000168
인생의	0.0000168
병사를	0.0000168
매니저	0.0000168
어촌정주어항으로	0.0000168
가요	0.0000168
음악,	0.0000168
정도는	0.0000168
약수는	0.0000168
처벌을	0.0000168
정하고	0.0000168
반란이	0.0000168
의회에서	0.0000168
아니한	0.0000168
상원	0.0000168
영토가	0.0000168
주의를	0.0000168
A,	0.0000168
포뮬러	0.0000168
수출	0.0000168
액체	0.0000168
에어로	0.0000168
문화에	0.0000167
공학	0.0000167
작품인	0.0000167
18년	0.0000167
세종특별자치시	0.0000167
공격한다.	0.0000167
나타나고	0.0000167
내용과	0.0000167
중앙의	0.0000167
와이번스	0.0000167
플러스	0.0000167
게이힌	0.0000167
번호를	0.0000167
생전에	0.0000167
부족으로	0.0000167
안타를	0.0000167
4세	0.0000167
론	0.0000167
공화국이	0.0000167
프로게이머	0.0000167
후계자로	0.0000167
4가지	0.0000167
작전에	0.0000167
We	0.0000167
후반부터	0.0000167
들여	0.0000167
배우는	0.0000167
실행할	0.0000167
고려시대	0.0000167
거주한다.	0.0000167
회	0.0000167
맡는다.	0.0000167
번도	0.0000167
끝난다.	0.0000167
사망.	0.0000167
자유와	0.0000167
형성하는	0.0000167
활동으로	0.0000167
탁월한	0.0000167
측에서	0.0000167
후기에	0.0000167
개편되었다.	0.0000167
영역에서	0.0000167
경제적으로	0.0000167
"이	0.0000167
디자인은	0.0000167
주소:	0.0000167
18세	0.0000167
연인	0.0000167
마찬가지로,	0.0000167
위원회는	0.0000167
경부선	0.0000167
투수로서	0.0000167
네트워크를	0.0000167
(1):	0.0000167
시부야	0.0000167
졸업하고,	0.0000167
1일에는	0.0000166
리듬	0.0000166
표를	0.0000166
개인적	0.0000166
잠깐	0.0000166
1위,	0.0000166
G.	0.0000166
통합되었다.	0.0000166
ver.	0.0000166
느끼게	0.0000166
제14회	0.0000166
계승한	0.0000166
갑	0.0000166
사명을	0.0000166
공장에서	0.0000166
여러번	0.0000166
투수이다.	0.0000166
아이의	0.0000166
Special	0.0000166
숀	0.0000166
유래되었다.	0.0000166
통합되어	0.0000166
학술	0.0000166
정권은	0.0000166
못하도록	0.0000166
지내는	0.0000166
Dream	0.0000166
그녀와	0.0000166
이상,	0.0000166
물리학	0.0000166
필	0.0000166
누적	0.0000166
텍스트	0.0000166
발간	0.0000166
소속사는	0.0000166
데스크톱	0.0000166
役	0.0000166
11월에는	0.0000166
신설되었다.	0.0000166
조지아의	0.0000166
실시하였다.	0.0000166
십자군	0.0000166
벌이는	0.0000166
전국에	0.0000166
좋아	0.0000166
링컨	0.0000166
무시하고	0.0000166
진출한다.	0.0000166
첼시	0.0000166
찬	0.0000166
Star	0.0000166
''	0.0000166
정의한다.	0.0000166
등에서는	0.0000166
3월에는	0.0000166
범위가	0.0000166
입학하여	0.0000166
공헌하였다.	0.0000166
지냈고,	0.0000166
부파불교의	0.0000166
히트	0.0000166
아레나	0.0000166
프랑스령	0.0000166
영국으로	0.0000166
패하였다.	0.0000166
찾아서	0.0000166
명의로	0.0000166
17년	0.0000166
2014년에	0.0000166
1892년	0.0000166
마르틴	0.0000166
컴퓨터에	0.0000166
공헌을	0.0000166
인해서	0.0000166
남면	0.0000166
광범위하게	0.0000166
Y	0.0000166
산업은	0.0000166
전성기를	0.0000165
높이가	0.0000165
흡수	0.0000165
프리미어리그의	0.0000165
싸웠다.	0.0000165
끝내기	0.0000165
당하는	0.0000165
읽을	0.0000165
함대를	0.0000165
건전한	0.0000165
영토로	0.0000165
권리가	0.0000165
달고	0.0000165
상당	0.0000165
밀도가	0.0000165
뿌리를	0.0000165
연구,	0.0000165
정차한다.	0.0000165
종류에	0.0000165
이름도	0.0000165
위기	0.0000165
관계자는	0.0000165
설립을	0.0000165
발표하고	0.0000165
피해자의	0.0000165
국내의	0.0000165
담당한	0.0000165
시절을	0.0000165
모았다.	0.0000165
소설의	0.0000165
체육관	0.0000165
MUSIC	0.0000165
성능	0.0000165
단점이	0.0000165
주인공으로	0.0000165
2005년부터	0.0000165
하부	0.0000165
1987	0.0000165
세로	0.0000165
제자	0.0000165
바르샤바	0.0000165
5월부터	0.0000165
세계로	0.0000165
지나친	0.0000165
활동과	0.0000165
불과하다.	0.0000165
담겨	0.0000165
고흥군	0.0000165
であります	0.0000165
독립한	0.0000164
사형	0.0000164
그렸다.	0.0000164
남매	0.0000164
동로마	0.0000164
여론이	0.0000164
무리를	0.0000164
인물의	0.0000164
행	0.0000164
용어가	0.0000164
일체의	0.0000164
사랑이	0.0000164
성당	0.0000164
캐논	0.0000164
좋아한다.	0.0000164
서식한다.	0.0000164
함부르크	0.0000164
시청률을	0.0000164
드라마의	0.0000164
영어의	0.0000164
눈의	0.0000164
피해자	0.0000164
무역을	0.0000164
자유형	0.0000164
내린다.	0.0000164
개편으로	0.0000164
무서운	0.0000164
소재지는	0.0000164
바와	0.0000164
기법을	0.0000164
국군	0.0000164
중국에서는	0.0000164
개설.	0.0000164
성립된	0.0000164
요제프	0.0000164
왕국이	0.0000164
전적으로	0.0000164
바둑	0.0000164
아르메니아	0.0000164
시장이	0.0000164
맺어	0.0000164
럭비	0.0000164
국의	0.0000164
있다).	0.0000164
거행	0.0000164
어깨	0.0000164
함수를	0.0000164
머리가	0.0000164
받아들이지	0.0000164
않으나	0.0000164
펜싱	0.0000164
스타일의	0.0000164
2006-07	0.0000164
참고	0.0000164
통일을	0.0000164
측이	0.0000164
디비전	0.0000164
가르치는	0.0000164
작성된	0.0000164
제너럴	0.0000164
가슴	0.0000164
원시	0.0000164
끼고	0.0000164
놓인	0.0000163
기술이다.	0.0000163
달성하였다.	0.0000163
커플링	0.0000163
